"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","GRADE","ENROLLMENT"
"2018-2019",10,"DALLAS COUNTY",057911,"HIGHLAND PARK ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",239
"2018-2019",10,"DALLAS COUNTY",057911,"HIGHLAND PARK ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",270
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",28
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Early Education",89
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",820
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",862
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",1007
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",1080
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",1073
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",1202
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",1065
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",1169
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",1179
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",1218
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",1245
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",1306
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",1251
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",1351
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",1254
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",1324
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",1263
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",1214
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",1156
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",1303
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",1318
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",1560
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",1254
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",1327
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",1137
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",1144
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",1138
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",1127
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",364
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",331
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",239
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",246
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",254
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",224
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",226
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",248
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",249
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",261
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",244
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",265
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",259
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",285
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",232
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",283
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",253
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",277
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",-999
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",-999
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",270
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",325
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",267
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",303
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",243
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",246
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",234
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",205
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",90
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Early Education",182
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",600
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",626
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",1217
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",1296
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",1263
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",1308
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",1313
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",1370
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",1415
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",1438
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",1567
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",1600
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",1483
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",1759
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",1571
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",1738
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",1574
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",1705
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",1610
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",1648
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",1574
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",1714
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",1474
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",1544
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",1453
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",1432
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",1452
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",1363
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",91
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Early Education",236
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",585
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",518
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",1497
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",1648
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",1524
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",1607
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",1490
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",1562
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",1474
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",1582
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",1559
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",1639
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",1506
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",1498
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",1471
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",1563
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",1456
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",1432
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",1330
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",1434
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",1379
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",1560
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",1373
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",1411
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",1194
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",1284
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",1089
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",1116
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",68
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",70
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",55
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",70
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",56
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",67
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",82
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",77
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",54
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",93
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",74
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",69
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",72
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",79
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",72
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",90
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",66
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",79
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",82
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",71
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",69
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",83
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",66
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",64
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",56
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",61
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",19
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Early Education",38
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",46
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",75
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",395
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",450
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",429
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",447
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",478
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",486
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",449
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",462
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",463
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",488
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",495
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",515
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",541
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",526
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",503
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",567
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",506
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",584
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",521
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 9",510
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 10",514
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",522
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 11",485
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",487
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",435
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD","Grade 12",489
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",8
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",4
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",3
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",8
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",5
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",10
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",6
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",13
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 4",6
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 4",5
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 5",5
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 5",6
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 6",7
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 6",3
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 7",4
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 7",4
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 8",2
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 8",1
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 9",4
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 10",2
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD","Grade 11",1
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 12",1
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD","Early Education",-999
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","MALE","TRADITIONAL ISD/CSD","Pre-kindergarten",-999
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD","Kindergarten",11
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","MALE","TRADITIONAL ISD/CSD","Kindergarten",13
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 1",13
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","MALE","TRADITIONAL ISD/CSD","Grade 1",9
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 2",11
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","MALE","TRADITIONAL ISD/CSD","Grade 2",6
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD","Grade 3",9
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","MALE","TRADITIONAL ISD/CSD","Grade 3",16
