"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Gender Name","Enrollment by Gender"
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BELLAIRE EL",220916102,"Male",376
"2015-2016",12,"BELL COUNTY","KILLEEN ISD",014906,"BELLAIRE EL",014906113,"Male",286
"2015-2016",20,"BEXAR COUNTY","HARLANDALE ISD",015904,"BELLAIRE EL",015904102,"Male",353
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BELLAIRE H S",101912002,"Female",1791
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BELLAIRE H S",101912002,"Male",1793
"2015-2016",09,"CLAY COUNTY","BELLEVUE ISD",039904,"BELLEVUE SCHOOL",039904001,"Female",66
"2015-2016",09,"CLAY COUNTY","BELLEVUE ISD",039904,"BELLEVUE SCHOOL",039904001,"Male",80
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BELLFORT EARLY CHILDHOOD CENTER",101912360,"Female",175
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BELLFORT EARLY CHILDHOOD CENTER",101912360,"Male",194
"2015-2016",10,"GRAYSON COUNTY","BELLS ISD",091901,"BELLS EL",091901101,"Female",166
"2015-2016",10,"GRAYSON COUNTY","BELLS ISD",091901,"BELLS EL",091901101,"Male",193
"2015-2016",10,"GRAYSON COUNTY","BELLS ISD",091901,"BELLS H S",091901001,"Female",104
"2015-2016",10,"GRAYSON COUNTY","BELLS ISD",091901,"BELLS H S",091901001,"Male",119
"2015-2016",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"BELLVILLE H S",008901001,"Female",318
"2015-2016",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"BELLVILLE H S",008901001,"Male",333
"2015-2016",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"BELLVILLE J H",008901041,"Female",252
"2015-2016",06,"AUSTIN COUNTY","BELLVILLE ISD",008901,"BELLVILLE J H",008901041,"Male",274
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"BELMAR EL",188901102,"Female",186
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"BELMAR EL",188901102,"Male",198
"2015-2016",10,"DALLAS COUNTY","LANCASTER ISD",057913,"BELT LINE EL",057913109,"Female",282
"2015-2016",10,"DALLAS COUNTY","LANCASTER ISD",057913,"BELT LINE EL",057913109,"Male",317
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELTON EARLY CHILDHOOD SCHOOL",014903119,"Female",189
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELTON EARLY CHILDHOOD SCHOOL",014903119,"Male",223
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELTON H S",014903001,"Female",1333
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELTON H S",014903001,"Male",1378
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELTON NEW TECH H S AT WASKOW",014903005,"Female",233
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELTON NEW TECH H S AT WASKOW",014903005,"Male",248
"2015-2016",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"BEN BOLT MIDDLE",125902041,"Female",86
"2015-2016",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"BEN BOLT MIDDLE",125902041,"Male",124
"2015-2016",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"BEN BOLT-PAL BLANCO H S",125902001,"Female",91
"2015-2016",02,"JIM WELLS COUNTY","BEN BOLT-PALITO BLANCO ISD",125902,"BEN BOLT-PAL BLANCO H S",125902001,"Male",123
"2015-2016",04,"HARRIS COUNTY","HUFFMAN ISD",101925,"BEN BOWEN EARLY CHILDHOOD",101925101,"Female",280
"2015-2016",04,"HARRIS COUNTY","HUFFMAN ISD",101925,"BEN BOWEN EARLY CHILDHOOD",101925101,"Male",291
"2015-2016",01,"CAMERON COUNTY","HARLINGEN CISD",031903,"BEN MILAM EL",031903110,"Female",201
"2015-2016",06,"BRAZOS COUNTY","BRYAN ISD",021902,"BEN MILAM EL",021902109,"Female",271
"2015-2016",06,"MILAM COUNTY","CAMERON ISD",166901,"BEN MILAM EL",166901104,"Female",290
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BEN MILAM EL",057905184,"Female",131
"2015-2016",01,"CAMERON COUNTY","HARLINGEN CISD",031903,"BEN MILAM EL",031903110,"Male",213
"2015-2016",06,"BRAZOS COUNTY","BRYAN ISD",021902,"BEN MILAM EL",021902109,"Male",309
"2015-2016",06,"MILAM COUNTY","CAMERON ISD",166901,"BEN MILAM EL",166901104,"Male",270
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BEN MILAM EL",057905184,"Male",128
"2015-2016",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"BENAVIDES EL",031901135,"Female",341
"2015-2016",01,"ZAPATA COUNTY","ZAPATA COUNTY ISD",253901,"BENAVIDES EL",253901101,"Female",38
"2015-2016",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"BENAVIDES EL",066901041,"Female",83
"2015-2016",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"BENAVIDES EL",031901135,"Male",342
"2015-2016",01,"ZAPATA COUNTY","ZAPATA COUNTY ISD",253901,"BENAVIDES EL",253901101,"Male",53
"2015-2016",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"BENAVIDES EL",066901041,"Male",96
"2015-2016",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"BENAVIDES HEIGHTS EL",159901111,"Female",167
"2015-2016",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"BENAVIDES HEIGHTS EL",159901111,"Male",177
"2015-2016",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"BENAVIDES SECONDARY",066901001,"Female",81
"2015-2016",02,"DUVAL COUNTY","BENAVIDES ISD",066901,"BENAVIDES SECONDARY",066901001,"Male",101
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BENAVIDEZ EL",101912295,"Female",520
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BENAVIDEZ EL",101912295,"Male",576
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BENBROOK EL",101912268,"Female",320
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"BENBROOK EL",220905103,"Female",290
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BENBROOK EL",101912268,"Male",294
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"BENBROOK EL",220905103,"Male",304
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"BENBROOK MIDDLE/HIGH SCHOOL",220905071,"Female",501
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"BENBROOK MIDDLE/HIGH SCHOOL",220905071,"Male",597
"2015-2016",04,"HARRIS COUNTY","SPRING BRANCH ISD",101920,"BENDWOOD SCHOOL",101920101,"Female",13
"2015-2016",04,"HARRIS COUNTY","SPRING BRANCH ISD",101920,"BENDWOOD SCHOOL",101920101,"Male",36
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"BENEKE EL",101919112,"Female",346
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"BENEKE EL",101919112,"Male",375
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BENFER EL",101915107,"Female",399
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BENFER EL",101915107,"Male",387
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BENIGNUS EL",101915124,"Female",452
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BENIGNUS EL",101915124,"Male",451
"2015-2016",20,"ZAVALA COUNTY","CRYSTAL CITY ISD",254901,"BENITO JUAREZ MIDDLE",254901104,"Female",153
"2015-2016",20,"ZAVALA COUNTY","CRYSTAL CITY ISD",254901,"BENITO JUAREZ MIDDLE",254901104,"Male",147
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"BENITO MARTINEZ EL",071909112,"Female",275
"2015-2016",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"BENITO MARTINEZ EL",115901101,"Female",92
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"BENITO MARTINEZ EL",071909112,"Male",314
"2015-2016",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"BENITO MARTINEZ EL",115901101,"Male",109
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BENJAMIN FRANKLIN MIDDLE",057905047,"Female",467
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BENJAMIN FRANKLIN MIDDLE",057905047,"Male",530
"2015-2016",09,"KNOX COUNTY","BENJAMIN ISD",138904,"BENJAMIN SCHOOL",138904001,"Female",42
"2015-2016",09,"KNOX COUNTY","BENJAMIN ISD",138904,"BENJAMIN SCHOOL",138904001,"Male",44
"2015-2016",17,"LUBBOCK COUNTY","FRENSHIP ISD",152907,"BENNETT EL",152907107,"Female",369
"2015-2016",17,"LUBBOCK COUNTY","FRENSHIP ISD",152907,"BENNETT EL",152907107,"Male",411
"2015-2016",06,"MONTGOMERY COUNTY","NEW CANEY ISD",170908,"BENS BRANCH EL",170908111,"Female",386
"2015-2016",06,"MONTGOMERY COUNTY","NEW CANEY ISD",170908,"BENS BRANCH EL",170908111,"Male",450
"2015-2016",20,"UVALDE COUNTY","UVALDE CISD",232903,"BENSON EL",232903101,"Female",169
"2015-2016",20,"UVALDE COUNTY","UVALDE CISD",232903,"BENSON EL",232903101,"Male",170
"2015-2016",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"BERKNER H S",057916005,"Female",1131
"2015-2016",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"BERKNER H S",057916005,"Male",1336
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"BERNAL MIDDLE",015915060,"Female",360
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"BERNAL MIDDLE",015915060,"Male",374
"2015-2016",02,"DUVAL COUNTY","SAN DIEGO ISD",066902,"BERNARDA JAIME J H",066902041,"Female",138
"2015-2016",02,"DUVAL COUNTY","SAN DIEGO ISD",066902,"BERNARDA JAIME J H",066902041,"Male",149
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BERNSHAUSEN EL",101915129,"Female",415
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BERNSHAUSEN EL",101915129,"Male",389
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BERRY EL",101912109,"Female",396
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BERRY EL",220901101,"Female",374
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BERRY EL",101912109,"Male",419
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BERRY EL",220901101,"Male",377
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"BERRY MIDDLE",057914047,"Female",464
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"BERRY MIDDLE",057914047,"Male",441
"2015-2016",04,"BRAZORIA COUNTY","PEARLAND ISD",020908,"BERRY MILLER J H",020908044,"Female",434
"2015-2016",04,"BRAZORIA COUNTY","PEARLAND ISD",020908,"BERRY MILLER J H",020908044,"Male",522
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"BERTA CABAZA MIDDLE",031912041,"Female",477
"2015-2016",01,"CAMERON COUNTY","SAN BENITO CISD",031912,"BERTA CABAZA MIDDLE",031912041,"Male",472
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"BERTA S PALACIOS EL",108909136,"Female",268
"2015-2016",01,"HIDALGO COUNTY","PHARR-SAN JUAN-ALAMO ISD",108909,"BERTA S PALACIOS EL",108909136,"Male",265
"2015-2016",13,"BURNET COUNTY","BURNET CISD",027903,"BERTRAM EL",027903102,"Female",199
"2015-2016",13,"BURNET COUNTY","BURNET CISD",027903,"BERTRAM EL",027903102,"Male",184
"2015-2016",04,"BRAZORIA COUNTY","BRAZOSPORT ISD",020905,"BESS BRANNEN EL",020905111,"Female",251
"2015-2016",04,"BRAZORIA COUNTY","BRAZOSPORT ISD",020905,"BESS BRANNEN EL",020905111,"Male",254
"2015-2016",04,"FORT BEND COUNTY","LAMAR CISD",079901,"BESS CAMPBELL EL",079901119,"Female",321
"2015-2016",04,"FORT BEND COUNTY","LAMAR CISD",079901,"BESS CAMPBELL EL",079901119,"Male",304
"2015-2016",11,"TARRANT COUNTY","CROWLEY ISD",220912,"BESS RACE EL",220912101,"Female",317
"2015-2016",11,"TARRANT COUNTY","CROWLEY ISD",220912,"BESS RACE EL",220912101,"Male",343
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"BESSIE COLEMAN MIDDLE",057904042,"Female",360
"2015-2016",10,"DALLAS COUNTY","CEDAR HILL ISD",057904,"BESSIE COLEMAN MIDDLE",057904042,"Male",436
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"BEST EL",101903118,"Female",471
"2015-2016",04,"HARRIS COUNTY","ALIEF ISD",101903,"BEST EL",101903118,"Male",430
"2015-2016",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"BESTEIRO MIDDLE",031901048,"Female",352
"2015-2016",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"BESTEIRO MIDDLE",031901048,"Male",403
"2015-2016",04,"HARRIS COUNTY","BETA ACADEMY",101870,"BETA ACADEMY",101870001,"Female",253
"2015-2016",04,"HARRIS COUNTY","BETA ACADEMY",101870,"BETA ACADEMY",101870001,"Male",214
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BETHANY EL",043910128,"Female",190
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BETHANY EL",043910128,"Male",199
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"BETHUNE ACADEMY",101902102,"Female",234
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"BETHUNE ACADEMY",101902102,"Male",205
"2015-2016",11,"TARRANT COUNTY","KELLER ISD",220907,"BETTE PEROT EL",220907118,"Female",319
"2015-2016",11,"TARRANT COUNTY","KELLER ISD",220907,"BETTE PEROT EL",220907118,"Male",320
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"BETTS EL",108904104,"Female",229
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"BETTS EL",108904104,"Male",250
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"BETTY HARWELL MIDDLE",108904047,"Female",694
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"BETTY HARWELL MIDDLE",108904047,"Male",688
"2015-2016",11,"DENTON COUNTY","DENTON ISD",061901,"BETTYE MYERS MIDDLE",061901049,"Female",413
"2015-2016",11,"DENTON COUNTY","DENTON ISD",061901,"BETTYE MYERS MIDDLE",061901049,"Male",491
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"BEVERLY CHEATHAM EL",043901117,"Female",356
"2015-2016",10,"COLLIN COUNTY","ALLEN ISD",043901,"BEVERLY CHEATHAM EL",043901117,"Male",381
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BEVERLY EL",043910136,"Female",241
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BEVERLY EL",043910136,"Male",245
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"BEVERLY HILLS INT",101917041,"Female",489
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"BEVERLY HILLS INT",101917041,"Male",534
"2015-2016",20,"BEXAR COUNTY","HARLANDALE ISD",015904,"BEXAR CO J J A E P",015904007,"Female",-9999999
"2015-2016",20,"BEXAR COUNTY","HARLANDALE ISD",015904,"BEXAR CO J J A E P",015904007,"Male",13
"2015-2016",20,"BEXAR COUNTY","JUDSON ISD",015916,"BEXAR CO J J A E P",015916006,"Male",-9999999
"2015-2016",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"BEXAR CO J J A E P",015908037,"Male",-9999999
"2015-2016",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"BEXAR CO J J A E P",015912003,"Male",9
"2015-2016",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"BEXAR COUNTY ACADEMY",015809101,"Female",237
"2015-2016",20,"BEXAR COUNTY","BEXAR COUNTY ACADEMY",015809,"BEXAR COUNTY ACADEMY",015809101,"Male",207
"2015-2016",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"BEXAR COUNTY LRN CTR",015911005,"Female",12
"2015-2016",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"BEXAR COUNTY LRN CTR",015911005,"Male",53
"2015-2016",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"BIG BEND H S",022004001,"Female",49
"2015-2016",18,"BREWSTER COUNTY","TERLINGUA CSD",022004,"BIG BEND H S",022004001,"Male",37
"2015-2016",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"BIG COUNTRY EL",015912107,"Female",360
"2015-2016",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"BIG COUNTRY EL",015912107,"Male",349
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"BIG SANDY EL",230901101,"Female",163
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"BIG SANDY EL",230901101,"Male",164
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"BIG SANDY H S",230901001,"Female",93
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"BIG SANDY H S",230901001,"Male",118
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"BIG SANDY J H",230901041,"Female",69
"2015-2016",07,"UPSHUR COUNTY","BIG SANDY ISD",230901,"BIG SANDY J H",230901041,"Male",97
"2015-2016",06,"POLK COUNTY","BIG SANDY ISD",187901,"BIG SANDY SCHOOL",187901001,"Female",243
"2015-2016",06,"POLK COUNTY","BIG SANDY ISD",187901,"BIG SANDY SCHOOL",187901001,"Male",251
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"BIG SPRING H S",114901001,"Female",480
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"BIG SPRING H S",114901001,"Male",530
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"BIG SPRING INT",114901044,"Female",322
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"BIG SPRING INT",114901044,"Male",334
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"BIG SPRING J H",114901043,"Female",296
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"BIG SPRING J H",114901043,"Male",353
"2015-2016",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"BIG SPRINGS CHARTER SCHOOL",193801001,"Female",69
"2015-2016",20,"REAL COUNTY","BIG SPRINGS CHARTER SCHOOL",193801,"BIG SPRINGS CHARTER SCHOOL",193801001,"Male",53
"2015-2016",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"BIG SPRINGS EL",057916133,"Female",164
"2015-2016",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"BIG SPRINGS EL",057916133,"Male",191
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"BILL BROWN EL",046902107,"Female",327
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"BILL BROWN EL",046902107,"Male",319
"2015-2016",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"BILL BURDEN EL",246908103,"Female",387
"2015-2016",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"BILL BURDEN EL",246908103,"Male",395
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"BILL CHILDRESS EL",071907104,"Female",188
"2015-2016",19,"EL PASO COUNTY","CANUTILLO ISD",071907,"BILL CHILDRESS EL",071907104,"Male",226
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"BILL J ELLIOTT EL",220905206,"Female",310
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"BILL J ELLIOTT EL",220905206,"Male",282
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"BILL LOGUE DETENTION CENTER",161914444,"Female",-9999999
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"BILL LOGUE DETENTION CENTER",161914444,"Male",15
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"BILL SYBERT SCHOOL",071909122,"Female",541
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"BILL SYBERT SCHOOL",071909122,"Male",604
"2015-2016",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"BILLIE STEVENSON EL",199901114,"Female",274
"2015-2016",10,"ROCKWALL COUNTY","ROCKWALL ISD",199901,"BILLIE STEVENSON EL",199901114,"Male",296
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"BILLY BAINES MIDDLE",079907052,"Female",789
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"BILLY BAINES MIDDLE",079907052,"Male",844
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BILLY EARL DADE MIDDLE",057905062,"Female",395
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BILLY EARL DADE MIDDLE",057905062,"Male",408
"2015-2016",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"BINGMAN PK",123910132,"Female",267
"2015-2016",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"BINGMAN PK",123910132,"Male",244
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BIRDIE ALEXANDER EL",057905235,"Female",167
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BIRDIE ALEXANDER EL",057905235,"Male",236
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"BIRDVILLE EL",220902101,"Female",216
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"BIRDVILLE EL",220902101,"Male",221
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"BIRDVILLE H S",220902010,"Female",1021
"2015-2016",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"BIRDVILLE H S",220902010,"Male",1059
"2015-2016",07,"SMITH COUNTY","TYLER ISD",212905,"BIRDWELL EL",212905103,"Female",245
"2015-2016",07,"SMITH COUNTY","TYLER ISD",212905,"BIRDWELL EL",212905103,"Male",268
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BIRKES EL",101907139,"Female",563
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BIRKES EL",101907139,"Male",617
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"BIRNHAM WOODS EL",170902129,"Female",500
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"BIRNHAM WOODS EL",170902129,"Male",545
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"BISHOP EL",178902101,"Female",123
"2015-2016",11,"TARRANT COUNTY","EVERMAN ISD",220904,"BISHOP EL",220904101,"Female",243
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"BISHOP EL",178902101,"Male",126
"2015-2016",11,"TARRANT COUNTY","EVERMAN ISD",220904,"BISHOP EL",220904101,"Male",261
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"BISHOP H S",178902001,"Female",187
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"BISHOP H S",178902001,"Male",216
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"BISHOP PRI",178902102,"Female",150
"2015-2016",02,"NUECES COUNTY","BISHOP CISD",178902,"BISHOP PRI",178902102,"Male",134
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"BIVINS EL",188901103,"Female",259
"2015-2016",16,"POTTER COUNTY","AMARILLO ISD",188901,"BIVINS EL",188901103,"Male",296
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"BLACK EL",101902126,"Female",445
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BLACK EL",101907148,"Female",508
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"BLACK EL",057914101,"Female",301
"2015-2016",04,"HARRIS COUNTY","ALDINE ISD",101902,"BLACK EL",101902126,"Male",514
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BLACK EL",101907148,"Male",541
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"BLACK EL",057914101,"Male",334
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BLACK MIDDLE",101912042,"Female",454
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BLACK MIDDLE",101912042,"Male",518
"2015-2016",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"BLACKBURN EL",129902105,"Female",287
"2015-2016",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"BLACKBURN EL",129902105,"Male",298
"2015-2016",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"BLACKLAND PRAIRIE EL",246909130,"Female",385
"2015-2016",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"BLACKLAND PRAIRIE EL",246909130,"Male",427
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BLACKSHEAR EL",101912110,"Female",264
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BLACKSHEAR EL",101915127,"Female",475
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Female",141
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BLACKSHEAR EL",101912110,"Male",271
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"BLACKSHEAR EL",101915127,"Male",484
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BLACKSHEAR EL",227901105,"Male",150
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"BLACKSHEAR HEAD START",226903104,"Female",73
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"BLACKSHEAR HEAD START",226903104,"Male",79
"2015-2016",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"BLACKWELL SCHOOL",177903001,"Female",67
"2015-2016",14,"NOLAN COUNTY","BLACKWELL CISD",177903,"BLACKWELL SCHOOL",177903001,"Male",69
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"BLAIR EL",057903131,"Female",313
"2015-2016",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"BLAIR EL",057903131,"Male",359
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Female",336
"2015-2016",13,"TRAVIS COUNTY","MANOR ISD",227907,"BLAKE MANOR EL",227907105,"Male",346
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"BLAKEMORE MIDDLE",180901041,"Female",27
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"BLAKEMORE MIDDLE",180901041,"Male",44
