"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Gender Name","Enrollment by Gender"
"2017-2018",10,"ELLIS COUNTY","FERRIS ISD",070905,"FERRIS J H",070905041,"MIDDLE SCHOOL","Male",291
"2017-2018",01,"ZAPATA COUNTY","ZAPATA COUNTY ISD",253901,"FIDEL AND ANDREA R VILLARREAL EL",253901107,"ELEMENTARY","Female",249
"2017-2018",01,"ZAPATA COUNTY","ZAPATA COUNTY ISD",253901,"FIDEL AND ANDREA R VILLARREAL EL",253901107,"ELEMENTARY","Male",272
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FIELD EL",101912152,"ELEMENTARY","Female",265
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FIELD EL",101912152,"ELEMENTARY","Male",237
"2017-2018",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"FIELD MIDDLE",057903041,"MIDDLE SCHOOL","Female",494
"2017-2018",10,"DALLAS COUNTY","CARROLLTON-FARMERS BRANCH ISD",057903,"FIELD MIDDLE",057903041,"MIDDLE SCHOOL","Male",512
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"FIELDS EL",108906114,"ELEMENTARY","Female",221
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FIELDS EL",015915226,"ELEMENTARY","Female",409
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"FIELDS EL",108906114,"ELEMENTARY","Male",272
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FIELDS EL",015915226,"ELEMENTARY","Male",453
"2017-2018",04,"WALLER COUNTY","WALLER ISD",237904,"FIELDS STORE EL",237904106,"ELEMENTARY","Female",372
"2017-2018",04,"WALLER COUNTY","WALLER ISD",237904,"FIELDS STORE EL",237904106,"ELEMENTARY","Male",376
"2017-2018",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"FIEST EL",101907124,"ELEMENTARY","Female",568
"2017-2018",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"FIEST EL",101907124,"ELEMENTARY","Male",563
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"FINCH EL",043907102,"ELEMENTARY","Female",173
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"FINCH EL",043907102,"ELEMENTARY","Male",215
"2017-2018",11,"TARRANT COUNTY","WHITE SETTLEMENT ISD",220920,"FINE ARTS ACADEMY",220920106,"ELEMENTARY","Female",149
"2017-2018",11,"TARRANT COUNTY","WHITE SETTLEMENT ISD",220920,"FINE ARTS ACADEMY",220920106,"ELEMENTARY","Male",153
"2017-2018",01,"WEBB COUNTY","UNITED ISD",240903,"FINLEY EL",240903112,"ELEMENTARY","Female",205
"2017-2018",01,"WEBB COUNTY","UNITED ISD",240903,"FINLEY EL",240903112,"ELEMENTARY","Male",269
"2017-2018",10,"FANNIN COUNTY","BONHAM ISD",074903,"FINLEY-OATES EL",074903104,"ELEMENTARY","Female",249
"2017-2018",10,"FANNIN COUNTY","BONHAM ISD",074903,"FINLEY-OATES EL",074903104,"ELEMENTARY","Male",300
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"FIRST COLONY MIDDLE",079907045,"MIDDLE SCHOOL","Female",614
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"FIRST COLONY MIDDLE",079907045,"MIDDLE SCHOOL","Male",661
"2017-2018",03,"KARNES COUNTY","KENEDY ISD",128902,"FISD DAEP",128902004,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",03,"KARNES COUNTY","KENEDY ISD",128902,"FISD JJAEP",128902003,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"FISHER EL",043905107,"ELEMENTARY","Female",304
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FISHER EL",015915107,"ELEMENTARY","Female",375
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"FISHER EL",043905107,"ELEMENTARY","Male",280
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FISHER EL",015915107,"ELEMENTARY","Male",405
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"FISHER ELEMENTARY",101917102,"ELEMENTARY","Female",374
"2017-2018",04,"HARRIS COUNTY","PASADENA ISD",101917,"FISHER ELEMENTARY",101917102,"ELEMENTARY","Male",374
"2017-2018",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"FITZGERALD EL",220901136,"ELEMENTARY","Female",244
"2017-2018",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"FITZGERALD EL",220901136,"ELEMENTARY","Male",257
"2017-2018",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"FIVE PALMS EL",015908109,"ELEMENTARY","Female",225
"2017-2018",20,"BEXAR COUNTY","SOUTH SAN ANTONIO ISD",015908,"FIVE PALMS EL",015908109,"ELEMENTARY","Male",246
"2017-2018",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"FLATONIA EL",075901102,"ELEMENTARY","Female",133
"2017-2018",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"FLATONIA EL",075901102,"ELEMENTARY","Male",117
"2017-2018",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"FLATONIA SECONDARY",075901001,"ELEMENTARY / SECONDARY","Female",131
"2017-2018",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"FLATONIA SECONDARY",075901001,"ELEMENTARY / SECONDARY","Male",166
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FLEMING MIDDLE",101912078,"MIDDLE SCHOOL","Female",258
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FLEMING MIDDLE",101912078,"MIDDLE SCHOOL","Male",254
"2017-2018",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"FLETCHER EL",123910110,"ELEMENTARY","Female",215
"2017-2018",05,"JEFFERSON COUNTY","BEAUMONT ISD",123910,"FLETCHER EL",123910110,"ELEMENTARY","Male",247
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"FLORENCE EL",057914102,"ELEMENTARY","Female",302
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"FLORENCE EL",220907102,"ELEMENTARY","Female",239
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"FLORENCE EL",246902101,"ELEMENTARY","Female",227
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"FLORENCE EL",057914102,"ELEMENTARY","Male",352
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"FLORENCE EL",220907102,"ELEMENTARY","Male",245
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"FLORENCE EL",246902101,"ELEMENTARY","Male",246
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"FLORENCE H S",246902001,"HIGH SCHOOL","Female",141
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"FLORENCE H S",246902001,"HIGH SCHOOL","Male",176
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"FLORENCE HILL EL",057910106,"ELEMENTARY","Female",260
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"FLORENCE HILL EL",057910106,"ELEMENTARY","Male",334
"2017-2018",01,"STARR COUNTY","ROMA ISD",214903,"FLORENCE J SCOTT EL",214903103,"ELEMENTARY","Female",272
"2017-2018",01,"STARR COUNTY","ROMA ISD",214903,"FLORENCE J SCOTT EL",214903103,"ELEMENTARY","Male",317
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"FLORENCE MIDDLE",246902041,"MIDDLE SCHOOL","Female",107
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"FLORENCE MIDDLE",246902041,"MIDDLE SCHOOL","Male",151
"2017-2018",13,"WILLIAMSON COUNTY","LEANDER ISD",246913,"FLORENCE W STILES MIDDLE",246913048,"MIDDLE SCHOOL","Female",630
"2017-2018",13,"WILLIAMSON COUNTY","LEANDER ISD",246913,"FLORENCE W STILES MIDDLE",246913048,"MIDDLE SCHOOL","Male",656
"2017-2018",20,"UVALDE COUNTY","UVALDE CISD",232903,"FLORES EL",232903110,"MIDDLE SCHOOL","Female",294
"2017-2018",20,"UVALDE COUNTY","UVALDE CISD",232903,"FLORES EL",232903110,"MIDDLE SCHOOL","Male",309
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"FLORESVILLE ALTER CTR",247901002,"ELEMENTARY / SECONDARY","Female",12
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"FLORESVILLE ALTER CTR",247901002,"ELEMENTARY / SECONDARY","Male",18
"2017-2018",03,"KARNES COUNTY","RUNGE ISD",128903,"FLORESVILLE ALTERNATIVE CENTER CHO",128903002,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"FLORESVILLE H S",247901001,"HIGH SCHOOL","Female",586
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"FLORESVILLE H S",247901001,"HIGH SCHOOL","Male",648
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"FLORESVILLE MIDDLE",247901041,"MIDDLE SCHOOL","Female",457
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"FLORESVILLE MIDDLE",247901041,"MIDDLE SCHOOL","Male",467
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"FLOSSIE FLOYD GREEN EL",043901107,"ELEMENTARY","Female",310
"2017-2018",10,"COLLIN COUNTY","ALLEN ISD",043901,"FLOSSIE FLOYD GREEN EL",043901107,"ELEMENTARY","Male",286
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF EL",178914101,"ELEMENTARY","Female",381
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF EL",178914101,"ELEMENTARY","Male",413
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF H S",178914001,"HIGH SCHOOL","Female",933
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF H S",178914001,"HIGH SCHOOL","Male",952
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF INT",178914105,"MIDDLE SCHOOL","Female",399
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF INT",178914105,"MIDDLE SCHOOL","Male",425
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF J H",178914041,"JUNIOR HIGH SCHOOL","Female",433
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF J H",178914041,"JUNIOR HIGH SCHOOL","Male",457
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF PRI",178914103,"ELEMENTARY","Female",380
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"FLOUR BLUFF PRI",178914103,"ELEMENTARY","Male",400
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FLOWER MOUND EL",061902112,"ELEMENTARY","Female",214
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FLOWER MOUND EL",061902112,"ELEMENTARY","Male",261
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FLOWER MOUND H S",061902010,"HIGH SCHOOL","Female",1733
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FLOWER MOUND H S",061902010,"HIGH SCHOOL","Male",1883
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"FLOYD EL",057914116,"ELEMENTARY","Female",387
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"FLOYD EL",057914116,"ELEMENTARY","Male",411
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"FLOYDADA H S",077901001,"HIGH SCHOOL","Female",81
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"FLOYDADA H S",077901001,"HIGH SCHOOL","Male",92
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"FLOYDADA ISD DAEP",077901004,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"FLOYDADA ISD DAEP",077901004,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"FLOYDADA J H",077901041,"JUNIOR HIGH SCHOOL","Female",55
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"FLOYDADA J H",077901041,"JUNIOR HIGH SCHOOL","Male",57
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FOERSTER EL",101912271,"ELEMENTARY","Female",377
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FOERSTER EL",101912271,"ELEMENTARY","Male",366
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FOLKS MIDDLE",015915059,"MIDDLE SCHOOL","Female",610
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FOLKS MIDDLE",015915059,"MIDDLE SCHOOL","Male",602
"2017-2018",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"FOLLETT SCHOOL",148902001,"ELEMENTARY / SECONDARY","Female",68
"2017-2018",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"FOLLETT SCHOOL",148902001,"ELEMENTARY / SECONDARY","Male",78
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONDREN EL",101912153,"ELEMENTARY","Female",171
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONDREN EL",101912153,"ELEMENTARY","Male",203
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONDREN MIDDLE",101912072,"MIDDLE SCHOOL","Female",499
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONDREN MIDDLE",101912072,"MIDDLE SCHOOL","Male",523
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONVILLE MIDDLE",101912047,"MIDDLE SCHOOL","Female",403
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONVILLE MIDDLE",101912047,"MIDDLE SCHOOL","Male",446
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONWOOD EARLY CHILDHOOD CTR",101912470,"ELEMENTARY","Female",311
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FONWOOD EARLY CHILDHOOD CTR",101912470,"ELEMENTARY","Male",274
"2017-2018",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"FORD EL",170902112,"ELEMENTARY","Female",396
"2017-2018",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"FORD EL",170902112,"ELEMENTARY","Male",437
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FOREST BROOK MIDDLE",101912476,"MIDDLE SCHOOL","Female",436
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FOREST BROOK MIDDLE",101912476,"MIDDLE SCHOOL","Male",441
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"FOREST CREEK EL",246909126,"ELEMENTARY","Female",401
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"FOREST CREEK EL",246909126,"ELEMENTARY","Male",431
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"FOREST HILL EL",188901107,"ELEMENTARY","Female",282
"2017-2018",16,"POTTER COUNTY","AMARILLO ISD",188901,"FOREST HILL EL",188901107,"ELEMENTARY","Male",310
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"FOREST LANE ACADEMY",057916143,"ELEMENTARY","Female",355
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"FOREST LANE ACADEMY",057916143,"ELEMENTARY","Male",377
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"FOREST MEADOW J H",057916047,"JUNIOR HIGH SCHOOL","Female",348
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"FOREST MEADOW J H",057916047,"JUNIOR HIGH SCHOOL","Male",436
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"FOREST NORTH EL",246909108,"ELEMENTARY","Female",159
"2017-2018",13,"WILLIAMSON COUNTY","ROUND ROCK ISD",246909,"FOREST NORTH EL",246909108,"ELEMENTARY","Male",193
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"FOREST OAK MIDDLE",220905045,"MIDDLE SCHOOL","Female",415
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"FOREST OAK MIDDLE",220905045,"MIDDLE SCHOOL","Male",408
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"FOREST PARK MAGNET SCHOOL",092903041,"MIDDLE SCHOOL","Female",224
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"FOREST PARK MAGNET SCHOOL",092903041,"MIDDLE SCHOOL","Male",254
"2017-2018",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"FOREST RIDGE",021901108,"ELEMENTARY","Female",321
"2017-2018",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"FOREST RIDGE",021901108,"ELEMENTARY","Male",346
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Female",270
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"FOREST TRAIL EL",227909104,"ELEMENTARY","Male",307
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FOREST VISTA EL",061902128,"ELEMENTARY","Female",243
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FOREST VISTA EL",061902128,"ELEMENTARY","Male",249
"2017-2018",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"FORESTBURG SCHOOL",169910001,"ELEMENTARY / SECONDARY","Female",94
"2017-2018",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"FORESTBURG SCHOOL",169910001,"ELEMENTARY / SECONDARY","Male",94
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FORESTER EL",015915141,"ELEMENTARY","Female",447
"2017-2018",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"FORESTER EL",015915141,"ELEMENTARY","Male",493
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"FORESTRIDGE EL",057916120,"ELEMENTARY","Female",328
"2017-2018",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"FORESTRIDGE EL",057916120,"ELEMENTARY","Male",348
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FORESTWOOD MIDDLE",061902048,"MIDDLE SCHOOL","Female",452
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"FORESTWOOD MIDDLE",061902048,"MIDDLE SCHOOL","Male",462
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"FORMAN EL",043910109,"ELEMENTARY","Female",304
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"FORMAN EL",043910109,"ELEMENTARY","Male",290
"2017-2018",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"FORNEY H S",129902001,"HIGH SCHOOL","Female",703
"2017-2018",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"FORNEY H S",129902001,"HIGH SCHOOL","Male",750
"2017-2018",18,"HOWARD COUNTY","FORSAN ISD",114904,"FORSAN EL",114904101,"ELEMENTARY","Female",205
"2017-2018",18,"HOWARD COUNTY","FORSAN ISD",114904,"FORSAN EL",114904101,"ELEMENTARY","Male",182
"2017-2018",18,"HOWARD COUNTY","FORSAN ISD",114904,"FORSAN H S",114904001,"ELEMENTARY / SECONDARY","Female",185
"2017-2018",18,"HOWARD COUNTY","FORSAN ISD",114904,"FORSAN H S",114904001,"ELEMENTARY / SECONDARY","Male",211
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"FORT BEND CO ALTER",079907010,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"FORT BEND CO ALTER",079907010,"ELEMENTARY / SECONDARY","Male",13
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"FORT BEND CO ALTER",079901008,"ELEMENTARY / SECONDARY","Male",9
"2017-2018",04,"HARRIS COUNTY","KATY ISD",101914,"FORT BEND CO ALTER",101914034,"ELEMENTARY / SECONDARY","Male",-9999999
"2017-2018",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"FORT ELLIOTT SCHOOL",242906001,"ELEMENTARY / SECONDARY","Female",78
"2017-2018",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"FORT ELLIOTT SCHOOL",242906001,"ELEMENTARY / SECONDARY","Male",57
"2017-2018",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"FORT HANCOCK H S",115901004,"HIGH SCHOOL","Female",56
"2017-2018",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"FORT HANCOCK H S",115901004,"HIGH SCHOOL","Male",54
"2017-2018",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"FORT HANCOCK MIDDLE",115901041,"MIDDLE SCHOOL","Female",51
"2017-2018",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"FORT HANCOCK MIDDLE",115901041,"MIDDLE SCHOOL","Male",49
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"FORT SETTLEMENT MIDDLE",079907051,"MIDDLE SCHOOL","Female",688
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"FORT SETTLEMENT MIDDLE",079907051,"MIDDLE SCHOOL","Male",741
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"FORT STOCKTON H S",186902001,"HIGH SCHOOL","Female",324
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"FORT STOCKTON H S",186902001,"HIGH SCHOOL","Male",348
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"FORT STOCKTON MIDDLE",186902041,"MIDDLE SCHOOL","Female",272
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"FORT STOCKTON MIDDLE",186902041,"MIDDLE SCHOOL","Male",294
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"FORT WORTH ACADEMY OF FINE ARTS",220809001,"HIGH SCHOOL","Female",253
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"FORT WORTH ACADEMY OF FINE ARTS",220809001,"HIGH SCHOOL","Male",98
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"FORT WORTH ACADEMY OF FINE ARTS EL",220809101,"ELEMENTARY","Female",167
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"FORT WORTH ACADEMY OF FINE ARTS EL",220809101,"ELEMENTARY","Male",52
"2017-2018",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"FORT WORTH CAN ACADEMY LANCASTER A",057804008,"ELEMENTARY / SECONDARY","Female",206
"2017-2018",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"FORT WORTH CAN ACADEMY LANCASTER A",057804008,"ELEMENTARY / SECONDARY","Male",243
"2017-2018",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"FORT WORTH CAN ACADEMY WESTCREEK",057804007,"HIGH SCHOOL","Female",181
"2017-2018",10,"DALLAS COUNTY","TEXANS CAN ACADEMIES",057804,"FORT WORTH CAN ACADEMY WESTCREEK",057804007,"HIGH SCHOOL","Male",221
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"FOSSIL HILL MIDDLE",220907042,"JUNIOR HIGH SCHOOL","Female",503
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"FOSSIL HILL MIDDLE",220907042,"JUNIOR HIGH SCHOOL","Male",527
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"FOSSIL RIDGE H S",220907002,"HIGH SCHOOL","Female",1132
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"FOSSIL RIDGE H S",220907002,"HIGH SCHOOL","Male",1186
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"FOSTER ACADEMY",015907125,"ELEMENTARY","Female",320
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"FOSTER ACADEMY",015907125,"ELEMENTARY","Male",324
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FOSTER EL",101912154,"ELEMENTARY","Female",200
"2017-2018",04,"HARRIS COUNTY","HUMBLE ISD",101913,"FOSTER EL",101913104,"ELEMENTARY","Female",266
"2017-2018",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"FOSTER EL",220901126,"ELEMENTARY","Female",269
"2017-2018",12,"MCLENNAN COUNTY","RIESEL ISD",161912,"FOSTER EL",161912101,"ELEMENTARY","Female",172
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"FOSTER EL",101912154,"ELEMENTARY","Male",225
"2017-2018",04,"HARRIS COUNTY","HUMBLE ISD",101913,"FOSTER EL",101913104,"ELEMENTARY","Male",270
"2017-2018",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"FOSTER EL",220901126,"ELEMENTARY","Male",310
"2017-2018",12,"MCLENNAN COUNTY","RIESEL ISD",161912,"FOSTER EL",161912101,"ELEMENTARY","Male",132
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"FOSTER H S",079901003,"HIGH SCHOOL","Female",971
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"FOSTER H S",079901003,"HIGH SCHOOL","Male",1083
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"FOSTER MIDDLE",092903042,"MIDDLE SCHOOL","Female",386
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"FOSTER MIDDLE",092903042,"MIDDLE SCHOOL","Male",350
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"FOSTER VILLAGE EL",220902117,"ELEMENTARY","Female",227
"2017-2018",11,"TARRANT COUNTY","BIRDVILLE ISD",220902,"FOSTER VILLAGE EL",220902117,"ELEMENTARY","Male",268
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"FOUNDERS CLASSICAL ACADEMY",221801043,"ELEMENTARY / SECONDARY","Female",464
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"FOUNDERS CLASSICAL ACADEMY",221801043,"ELEMENTARY / SECONDARY","Male",438
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"FOUNDERS CLASSICAL ACADEMY OF DALL",221801049,"ELEMENTARY / SECONDARY","Female",129
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"FOUNDERS CLASSICAL ACADEMY OF DALL",221801049,"ELEMENTARY / SECONDARY","Male",126
