DBN,School,Cohort Year,Cohort Category,Total Cohort #,Total Grads #,Total Grads   % of cohort,Total Regents #,Total Regents    % of cohort,Total Regents   % of grads,Advanced Regents #,Advanced   Regents   % of cohort,Advanced Regents    % of grads,Regents w/o Advanced  #,Regents w/o Advanced                          % of cohort,Regents w/o Advanced        % of grads,Local  #,Local   % of cohort,Local   % of grads,Still Enrolled #,Still Enrolled    % of cohort,Dropped Out  #,Dropped Out    % of cohort
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2003,4 Year  June,113,56,49.6%,30,26.5%,53.6%,2,1.8%,3.6%,28,24.8%,50.0%,26,23.0%,46.4%,38,33.6%,16,14.2%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2003,5 Year  June,113,64,56.6%,32,28.3%,50.0%,2,1.8%,3.1%,30,26.5%,46.9%,32,28.3%,50.0%,8,7.1%,38,33.6%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2003,6 Year,114,68,59.6%,32,28.1%,47.1%,2,1.8%,2.9%,30,26.3%,44.1%,36,31.6%,52.9%,2,1.8%,39,34.2%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2004,4 Year  June,106,61,57.5%,37,34.9%,60.7%,5,4.7%,8.2%,32,30.2%,52.5%,24,22.6%,39.3%,23,21.7%,21,19.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2004,5 Year  June,107,69,64.5%,37,34.6%,53.6%,5,4.7%,7.2%,32,29.9%,46.4%,32,29.9%,46.4%,6,5.6%,26,24.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2004,6 Year,107,74,69.2%,39,36.4%,52.7%,5,4.7%,6.8%,34,31.8%,45.9%,35,32.7%,47.3%,2,1.9%,25,23.4%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2005,4 Year  June,98,71,72.4%,51,52.0%,71.8%,3,3.1%,4.2%,48,49.0%,67.6%,20,20.4%,28.2%,19,19.4%,7,7.1%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2005,4 Year August,98,73,74.5%,52,53.1%,71.2%,3,3.1%,4.1%,49,50.0%,67.1%,21,21.4%,28.8%,17,17.3%,7,7.1%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2005,5 Year  June,92,75,81.5%,52,56.5%,69.3%,3,3.3%,4.0%,49,53.3%,65.3%,23,25.0%,30.7%,2,2.2%,13,14.1%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2005,6 Year,92,78,84.8%,53,57.6%,67.9%,3,3.3%,3.8%,50,54.3%,64.1%,25,27.2%,32.1%,1,1.1%,11,12.0%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2006,4 Year  June,107,81,75.7%,66,61.7%,81.5%,16,15.0%,19.8%,50,46.7%,61.7%,15,14.0%,18.5%,14,13.1%,10,9.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2006,4 Year August,107,86,80.4%,69,64.5%,80.2%,16,15.0%,18.6%,53,49.5%,61.6%,17,15.9%,19.8%,9,8.4%,10,9.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2006,5 Year  June,107,87,81.3%,69,64.5%,79.3%,16,15.0%,18.4%,53,49.5%,60.9%,18,16.8%,20.7%,2,1.9%,16,15.0%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2006,5 Year August,107,87,81.3%,69,64.5%,79.3%,16,15.0%,18.4%,53,49.5%,60.9%,18,16.8%,20.7%,2,1.9%,16,15.0%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2006,6 Year,107,87,81.3%,69,64.5%,79.3%,16,15.0%,18.4%,53,49.5%,60.9%,18,16.8%,20.7%,0,0.0%,18,16.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2007,4 Year  June,102,71,69.6%,66,64.7%,93.0%,24,23.5%,33.8%,42,41.2%,59.2%,5,4.9%,7.0%,17,16.7%,11,10.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2007,4 Year August,102,76,74.5%,69,67.6%,90.8%,24,23.5%,31.6%,45,44.1%,59.2%,7,6.9%,9.2%,12,11.8%,11,10.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2007,5 Year  June,99,78,78.8%,71,71.7%,91.0%,24,24.2%,30.8%,47,47.5%,60.3%,7,7.1%,9.0%,1,1.0%,18,18.2%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2007,5 Year August,99,78,78.8%,71,71.7%,91.0%,24,24.2%,30.8%,47,47.5%,60.3%,7,7.1%,9.0%,1,1.0%,18,18.2%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2007,6 Year,99,78,78.8%,71,71.7%,91.0%,24,24.2%,30.8%,47,47.5%,60.3%,7,7.1%,9.0%,0,0.0%,19,19.2%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2008,4 Year  June,103,70,68.0%,65,63.1%,92.9%,10,9.7%,14.3%,55,53.4%,78.6%,5,4.9%,7.1%,23,22.3%,10,9.7%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2008,4 Year August,103,81,78.6%,76,73.8%,93.8%,10,9.7%,12.3%,66,64.1%,81.5%,5,4.9%,6.2%,12,11.7%,10,9.7%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2008,5 Year  June,102,82,80.4%,77,75.5%,93.9%,10,9.8%,12.2%,67,65.7%,81.7%,5,4.9%,6.1%,6,5.9%,12,11.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2008,5 Year August,102,82,80.4%,77,75.5%,93.9%,10,9.8%,12.2%,67,65.7%,81.7%,5,4.9%,6.1%,6,5.9%,12,11.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2008,6 Year,101,84,83.2%,79,78.2%,94.0%,10,9.9%,11.9%,69,68.3%,82.1%,5,5.0%,6.0%,2,2.0%,14,13.9%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2009,4 Year  June,123,84,68.3%,80,65.0%,95.2%,16,13.0%,19.0%,64,52.0%,76.2%,4,3.3%,4.8%,29,23.6%,9,7.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2009,4 Year August,123,91,74.0%,87,70.7%,95.6%,16,13.0%,17.6%,71,57.7%,78.0%,4,3.3%,4.4%,22,17.9%,9,7.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2009,5 Year  June,120,95,79.2%,89,74.2%,93.7%,16,13.3%,16.8%,73,60.8%,76.8%,6,5.0%,6.3%,9,7.5%,16,13.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2009,5 Year August,120,98,81.7%,90,75.0%,91.8%,16,13.3%,16.3%,74,61.7%,75.5%,8,6.7%,8.2%,6,5.0%,16,13.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2009,6 Year,120,98,81.7%,90,75.0%,91.8%,16,13.3%,16.3%,74,61.7%,75.5%,8,6.7%,8.2%,5,4.2%,16,13.3%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2010,4 Year  June,115,78,67.8%,70,60.9%,89.7%,4,3.5%,5.1%,66,57.4%,84.6%,8,7.0%,10.3%,21,18.3%,16,13.9%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2010,4 Year August,115,84,73.0%,75,65.2%,89.3%,4,3.5%,4.8%,71,61.7%,84.5%,9,7.8%,10.7%,15,13.0%,16,13.9%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2010,5 Year  June,116,92,79.3%,82,70.7%,89.1%,4,3.4%,4.3%,78,67.2%,84.8%,10,8.6%,10.9%,7,6.0%,16,13.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2010,5 Year August,116,93,80.2%,83,71.6%,89.2%,4,3.4%,4.3%,79,68.1%,84.9%,10,8.6%,10.8%,6,5.2%,16,13.8%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2011,4 Year  June,112,78,69.6%,75,67.0%,96.2%,5,4.5%,6.4%,70,62.5%,89.7%,3,2.7%,3.8%,18,16.1%,15,13.4%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",2011,4 Year August,112,83,74.1%,78,69.6%,94.0%,5,4.5%,6.0%,73,65.2%,88.0%,5,4.5%,6.0%,13,11.6%,15,13.4%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,4 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,5 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2001,6 Year,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,4 Year  June,165,108,65.5%,72,43.6%,66.7%,1,0.6%,0.9%,71,43.0%,65.7%,36,21.8%,33.3%,45,27.3%,9,5.5%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,5 Year  June,165,128,77.6%,79,47.9%,61.7%,1,0.6%,0.8%,78,47.3%,60.9%,49,29.7%,38.3%,15,9.1%,18,10.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2002,6 Year,165,132,80.0%,80,48.5%,60.6%,1,0.6%,0.8%,79,47.9%,59.8%,52,31.5%,39.4%,3,1.8%,25,15.2%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,4 Year  June,151,74,49.0%,41,27.2%,55.4%,1,0.7%,1.4%,40,26.5%,54.1%,33,21.9%,44.6%,40,26.5%,32,21.2%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,5 Year  June,151,90,59.6%,46,30.5%,51.1%,1,0.7%,1.1%,45,29.8%,50.0%,44,29.1%,48.9%,15,9.9%,40,26.5%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2003,6 Year,146,92,63.0%,48,32.9%,52.2%,1,0.7%,1.1%,47,32.2%,51.1%,44,30.1%,47.8%,7,4.8%,40,27.4%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,4 Year  June,155,92,59.4%,62,40.0%,67.4%,10,6.5%,10.9%,52,33.5%,56.5%,30,19.4%,32.6%,31,20.0%,31,20.0%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,5 Year  June,149,102,68.5%,67,45.0%,65.7%,10,6.7%,9.8%,57,38.3%,55.9%,35,23.5%,34.3%,13,8.7%,29,19.5%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2004,6 Year,145,105,72.4%,68,46.9%,64.8%,10,6.9%,9.5%,58,40.0%,55.2%,37,25.5%,35.2%,6,4.1%,30,20.7%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,4 Year  June,152,106,69.7%,84,55.3%,79.2%,11,7.2%,10.4%,73,48.0%,68.9%,22,14.5%,20.8%,30,19.7%,9,5.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,4 Year August,152,108,71.1%,84,55.3%,77.8%,11,7.2%,10.2%,73,48.0%,67.6%,24,15.8%,22.2%,28,18.4%,9,5.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,5 Year  June,155,118,76.1%,89,57.4%,75.4%,11,7.1%,9.3%,78,50.3%,66.1%,29,18.7%,24.6%,12,7.7%,18,11.6%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2005,6 Year,153,121,79.1%,90,58.8%,74.4%,11,7.2%,9.1%,79,51.6%,65.3%,31,20.3%,25.6%,4,2.6%,21,13.7%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,4 Year  June,137,86,62.8%,67,48.9%,77.9%,4,2.9%,4.7%,63,46.0%,73.3%,19,13.9%,22.1%,31,22.6%,9,6.6%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,4 Year August,137,89,65.0%,69,50.4%,77.5%,4,2.9%,4.5%,65,47.4%,73.0%,20,14.6%,22.5%,28,20.4%,9,6.6%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,5 Year  June,132,93,70.5%,71,53.8%,76.3%,4,3.0%,4.3%,67,50.8%,72.0%,22,16.7%,23.7%,11,8.3%,17,12.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,5 Year August,132,94,71.2%,72,54.5%,76.6%,4,3.0%,4.3%,68,51.5%,72.3%,22,16.7%,23.4%,10,7.6%,17,12.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,6 Year,134,97,72.4%,73,54.5%,75.3%,4,3.0%,4.1%,69,51.5%,71.1%,24,17.9%,24.7%,5,3.7%,20,14.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,4 Year  June,142,101,71.1%,85,59.9%,84.2%,2,1.4%,2.0%,83,58.5%,82.2%,16,11.3%,15.8%,24,16.9%,13,9.2%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,4 Year August,142,102,71.8%,85,59.9%,83.3%,2,1.4%,2.0%,83,58.5%,81.4%,17,12.0%,16.7%,23,16.2%,13,9.2%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,5 Year  June,138,107,77.5%,86,62.3%,80.4%,2,1.4%,1.9%,84,60.9%,78.5%,21,15.2%,19.6%,7,5.1%,20,14.5%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,5 Year August,138,108,78.3%,86,62.3%,79.6%,2,1.4%,1.9%,84,60.9%,77.8%,22,15.9%,20.4%,6,4.3%,20,14.5%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,6 Year,137,109,79.6%,87,63.5%,79.8%,2,1.5%,1.8%,85,62.0%,78.0%,22,16.1%,20.2%,0,0.0%,23,16.8%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2008,4 Year  June,135,89,65.9%,87,64.4%,97.8%,1,0.7%,1.1%,86,63.7%,96.6%,2,1.5%,2.2%,26,19.3%,16,11.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2008,4 Year August,135,93,68.9%,90,66.7%,96.8%,1,0.7%,1.1%,89,65.9%,95.7%,3,2.2%,3.2%,22,16.3%,16,11.9%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2008,5 Year  June,135,99,73.3%,95,70.4%,96.0%,1,0.7%,1.0%,94,69.6%,94.9%,4,3.0%,4.0%,8,5.9%,23,17.0%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2008,5 Year August,135,100,74.1%,96,71.1%,96.0%,1,0.7%,1.0%,95,70.4%,95.0%,4,3.0%,4.0%,7,5.2%,23,17.0%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2008,6 Year,133,101,75.9%,96,72.2%,95.0%,1,0.8%,1.0%,95,71.4%,94.1%,5,3.8%,5.0%,2,1.5%,26,19.5%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2009,4 Year  June,145,87,60.0%,85,58.6%,97.7%,4,2.8%,4.6%,81,55.9%,93.1%,2,1.4%,2.3%,34,23.4%,16,11.0%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2009,4 Year August,145,92,63.4%,90,62.1%,97.8%,4,2.8%,4.3%,86,59.3%,93.5%,2,1.4%,2.2%,29,20.0%,16,11.0%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2009,5 Year  June,144,101,70.1%,99,68.8%,98.0%,4,2.8%,4.0%,95,66.0%,94.1%,2,1.4%,2.0%,10,6.9%,24,16.7%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2009,5 Year August,144,101,70.1%,99,68.8%,98.0%,4,2.8%,4.0%,95,66.0%,94.1%,2,1.4%,2.0%,10,6.9%,24,16.7%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2009,6 Year,143,103,72.0%,100,69.9%,97.1%,4,2.8%,3.9%,96,67.1%,93.2%,3,2.1%,2.9%,1,0.7%,30,21.0%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2010,4 Year  June,137,82,59.9%,71,51.8%,86.6%,5,3.6%,6.1%,66,48.2%,80.5%,11,8.0%,13.4%,36,26.3%,18,13.1%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2010,4 Year August,137,85,62.0%,74,54.0%,87.1%,5,3.6%,5.9%,69,50.4%,81.2%,11,8.0%,12.9%,33,24.1%,18,13.1%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2010,5 Year  June,134,92,68.7%,79,59.0%,85.9%,5,3.7%,5.4%,74,55.2%,80.4%,13,9.7%,14.1%,11,8.2%,30,22.4%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2010,5 Year August,134,92,68.7%,79,59.0%,85.9%,5,3.7%,5.4%,74,55.2%,80.4%,13,9.7%,14.1%,11,8.2%,30,22.4%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2011,4 Year  June,151,96,63.6%,75,49.7%,78.1%,3,2.0%,3.1%,72,47.7%,75.0%,21,13.9%,21.9%,34,22.5%,17,11.3%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2011,4 Year August,151,96,63.6%,75,49.7%,78.1%,3,2.0%,3.1%,72,47.7%,75.0%,21,13.9%,21.9%,34,22.5%,17,11.3%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2001,4 Year  June,312,52,16.7%,5,1.6%,9.6%,0,0.0%,0.0%,5,1.6%,9.6%,47,15.1%,90.4%,206,66.0%,43,13.8%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2001,5 Year  June,312,101,32.4%,11,3.5%,10.9%,0,0.0%,0.0%,11,3.5%,10.9%,90,28.8%,89.1%,112,35.9%,81,26.0%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2001,6 Year,312,146,46.8%,19,6.1%,13.0%,0,0.0%,0.0%,19,6.1%,13.0%,127,40.7%,87.0%,24,7.7%,118,37.8%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2002,4 Year  June,266,32,12.0%,3,1.1%,9.4%,0,0.0%,0.0%,3,1.1%,9.4%,29,10.9%,90.6%,197,74.1%,30,11.3%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2002,5 Year  June,266,102,38.3%,14,5.3%,13.7%,0,0.0%,0.0%,14,5.3%,13.7%,88,33.1%,86.3%,60,22.6%,87,32.7%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2002,6 Year,266,119,44.7%,15,5.6%,12.6%,0,0.0%,0.0%,15,5.6%,12.6%,104,39.1%,87.4%,26,9.8%,104,39.1%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2003,4 Year  June,290,35,12.1%,5,1.7%,14.3%,0,0.0%,0.0%,5,1.7%,14.3%,30,10.3%,85.7%,187,64.5%,61,21.0%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2003,5 Year  June,290,81,27.9%,10,3.4%,12.3%,0,0.0%,0.0%,10,3.4%,12.3%,71,24.5%,87.7%,96,33.1%,102,35.2%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2003,6 Year,306,131,42.8%,18,5.9%,13.7%,0,0.0%,0.0%,18,5.9%,13.7%,113,36.9%,86.3%,28,9.2%,133,43.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2004,4 Year  June,197,48,24.4%,7,3.6%,14.6%,0,0.0%,0.0%,7,3.6%,14.6%,41,20.8%,85.4%,113,57.4%,33,16.8%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2004,5 Year  June,306,130,42.5%,19,6.2%,14.6%,0,0.0%,0.0%,19,6.2%,14.6%,111,36.3%,85.4%,92,30.1%,74,24.2%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2004,6 Year,322,181,56.2%,28,8.7%,15.5%,0,0.0%,0.0%,28,8.7%,15.5%,153,47.5%,84.5%,31,9.6%,97,30.1%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2005,4 Year  June,227,57,25.1%,14,6.2%,24.6%,0,0.0%,0.0%,14,6.2%,24.6%,43,18.9%,75.4%,131,57.7%,35,15.4%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2005,4 Year August,227,66,29.1%,14,6.2%,21.2%,0,0.0%,0.0%,14,6.2%,21.2%,52,22.9%,78.8%,122,53.7%,35,15.4%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2005,5 Year  June,308,126,40.9%,39,12.7%,31.0%,0,0.0%,0.0%,39,12.7%,31.0%,87,28.2%,69.0%,97,31.5%,81,26.3%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2005,6 Year,304,170,55.9%,51,16.8%,30.0%,0,0.0%,0.0%,51,16.8%,30.0%,119,39.1%,70.0%,33,10.9%,96,31.6%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2006,4 Year  June,200,55,27.5%,32,16.0%,58.2%,1,0.5%,1.8%,31,15.5%,56.4%,23,11.5%,41.8%,132,66.0%,13,6.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2006,4 Year August,200,55,27.5%,32,16.0%,58.2%,1,0.5%,1.8%,31,15.5%,56.4%,23,11.5%,41.8%,132,66.0%,13,6.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2006,5 Year  June,310,156,50.3%,82,26.5%,52.6%,2,0.6%,1.3%,80,25.8%,51.3%,74,23.9%,47.4%,81,26.1%,70,22.6%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2006,5 Year August,310,163,52.6%,87,28.1%,53.4%,2,0.6%,1.2%,85,27.4%,52.1%,76,24.5%,46.6%,74,23.9%,70,22.6%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2006,6 Year,345,195,56.5%,99,28.7%,50.8%,2,0.6%,1.0%,97,28.1%,49.7%,96,27.8%,49.2%,44,12.8%,101,29.3%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2007,4 Year  June,238,59,24.8%,42,17.6%,71.2%,1,0.4%,1.7%,41,17.2%,69.5%,17,7.1%,28.8%,144,60.5%,31,13.0%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2007,4 Year August,238,68,28.6%,47,19.7%,69.1%,1,0.4%,1.5%,46,19.3%,67.6%,21,8.8%,30.9%,135,56.7%,30,12.6%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2007,5 Year  June,327,121,37.0%,75,22.9%,62.0%,1,0.3%,0.8%,74,22.6%,61.2%,46,14.1%,38.0%,121,37.0%,78,23.9%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2007,5 Year August,327,129,39.4%,79,24.2%,61.2%,1,0.3%,0.8%,78,23.9%,60.5%,50,15.3%,38.8%,113,34.6%,78,23.9%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2007,6 Year,331,149,45.0%,89,26.9%,59.7%,1,0.3%,0.7%,88,26.6%,59.1%,60,18.1%,40.3%,61,18.4%,111,33.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2008,4 Year  June,265,55,20.8%,50,18.9%,90.9%,1,0.4%,1.8%,49,18.5%,89.1%,5,1.9%,9.1%,170,64.2%,39,14.7%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2008,4 Year August,265,65,24.5%,60,22.6%,92.3%,1,0.4%,1.5%,59,22.3%,90.8%,5,1.9%,7.7%,160,60.4%,39,14.7%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2008,5 Year  June,349,126,36.1%,108,30.9%,85.7%,1,0.3%,0.8%,107,30.7%,84.9%,18,5.2%,14.3%,125,35.8%,96,27.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2008,5 Year August,349,136,39.0%,118,33.8%,86.8%,1,0.3%,0.7%,117,33.5%,86.0%,18,5.2%,13.2%,115,33.0%,96,27.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2008,6 Year,355,179,50.4%,155,43.7%,86.6%,1,0.3%,0.6%,154,43.4%,86.0%,24,6.8%,13.4%,59,16.6%,113,31.8%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2009,4 Year  June,246,39,15.9%,31,12.6%,79.5%,1,0.4%,2.6%,30,12.2%,76.9%,8,3.3%,20.5%,168,68.3%,36,14.6%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2009,4 Year August,246,44,17.9%,35,14.2%,79.5%,1,0.4%,2.3%,34,13.8%,77.3%,9,3.7%,20.5%,163,66.3%,36,14.6%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2009,5 Year  June,310,121,39.0%,106,34.2%,87.6%,1,0.3%,0.8%,105,33.9%,86.8%,15,4.8%,12.4%,101,32.6%,86,27.7%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2009,5 Year August,310,132,42.6%,117,37.7%,88.6%,1,0.3%,0.8%,116,37.4%,87.9%,15,4.8%,11.4%,90,29.0%,86,27.7%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2009,6 Year,332,162,48.8%,135,40.7%,83.3%,1,0.3%,0.6%,134,40.4%,82.7%,27,8.1%,16.7%,67,20.2%,99,29.8%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2010,4 Year  June,189,36,19.0%,34,18.0%,94.4%,0,0.0%,0.0%,34,18.0%,94.4%,2,1.1%,5.6%,135,71.4%,18,9.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2010,4 Year August,189,46,24.3%,42,22.2%,91.3%,0,0.0%,0.0%,42,22.2%,91.3%,4,2.1%,8.7%,125,66.1%,18,9.5%
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,2010,5 Year  June,257,97,37.7%,79,30.7%,81.4%,0,0.0%,0.0%,79,30.7%,81.4%,18,7.0%,18.6%,108,42.0%,51,19.8%
