T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2019-2020",04,"GALVESTON COUNTY","Female","Grade 8",3092
"2019-2020",04,"GALVESTON COUNTY","Male","Grade 8",3294
"2019-2020",04,"GALVESTON COUNTY","Female","Grade 9",3269
"2019-2020",04,"GALVESTON COUNTY","Male","Grade 9",3638
"2019-2020",04,"GALVESTON COUNTY","Female","Grade 10",3085
"2019-2020",04,"GALVESTON COUNTY","Male","Grade 10",3357
"2019-2020",04,"GALVESTON COUNTY","Female","Grade 11",2983
"2019-2020",04,"GALVESTON COUNTY","Male","Grade 11",3063
"2019-2020",04,"GALVESTON COUNTY","Female","Grade 12",2826
"2019-2020",04,"GALVESTON COUNTY","Male","Grade 12",2894
"2019-2020",05,"GALVESTON COUNTY","Female","Pre-kindergarten",1
"2019-2020",05,"GALVESTON COUNTY","Male","Pre-kindergarten",6
"2019-2020",05,"GALVESTON COUNTY","Female","Kindergarten",3
"2019-2020",05,"GALVESTON COUNTY","Male","Kindergarten",4
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 1",2
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 1",3
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 2",4
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 2",6
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 3",5
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 3",5
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 4",7
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 4",5
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 5",5
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 5",5
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 6",3
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 6",7
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 7",4
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 7",7
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 8",7
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 8",8
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 9",6
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 9",12
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 10",8
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 10",9
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 11",10
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 11",11
"2019-2020",05,"GALVESTON COUNTY","Female","Grade 12",9
"2019-2020",05,"GALVESTON COUNTY","Male","Grade 12",9
"2019-2020",17,"GARZA COUNTY","Female","Early Education",4
"2019-2020",17,"GARZA COUNTY","Male","Early Education",2
"2019-2020",17,"GARZA COUNTY","Female","Pre-kindergarten",23
"2019-2020",17,"GARZA COUNTY","Male","Pre-kindergarten",18
"2019-2020",17,"GARZA COUNTY","Female","Kindergarten",34
"2019-2020",17,"GARZA COUNTY","Male","Kindergarten",38
"2019-2020",17,"GARZA COUNTY","Female","Grade 1",26
"2019-2020",17,"GARZA COUNTY","Male","Grade 1",23
"2019-2020",17,"GARZA COUNTY","Female","Grade 2",35
"2019-2020",17,"GARZA COUNTY","Male","Grade 2",26
"2019-2020",17,"GARZA COUNTY","Female","Grade 3",28
"2019-2020",17,"GARZA COUNTY","Male","Grade 3",36
"2019-2020",17,"GARZA COUNTY","Female","Grade 4",25
"2019-2020",17,"GARZA COUNTY","Male","Grade 4",26
"2019-2020",17,"GARZA COUNTY","Female","Grade 5",39
"2019-2020",17,"GARZA COUNTY","Male","Grade 5",56
"2019-2020",17,"GARZA COUNTY","Female","Grade 6",36
"2019-2020",17,"GARZA COUNTY","Male","Grade 6",36
"2019-2020",17,"GARZA COUNTY","Female","Grade 7",36
"2019-2020",17,"GARZA COUNTY","Male","Grade 7",46
"2019-2020",17,"GARZA COUNTY","Female","Grade 8",28
"2019-2020",17,"GARZA COUNTY","Male","Grade 8",26
"2019-2020",17,"GARZA COUNTY","Female","Grade 9",24
"2019-2020",17,"GARZA COUNTY","Male","Grade 9",60
"2019-2020",17,"GARZA COUNTY","Female","Grade 10",33
"2019-2020",17,"GARZA COUNTY","Male","Grade 10",41
"2019-2020",17,"GARZA COUNTY","Female","Grade 11",36
"2019-2020",17,"GARZA COUNTY","Male","Grade 11",49
"2019-2020",17,"GARZA COUNTY","Female","Grade 12",24
"2019-2020",17,"GARZA COUNTY","Male","Grade 12",30
"2019-2020",13,"GILLESPIE COUNTY","Female","Early Education",2
"2019-2020",13,"GILLESPIE COUNTY","Male","Early Education",7
"2019-2020",13,"GILLESPIE COUNTY","Female","Pre-kindergarten",99
"2019-2020",13,"GILLESPIE COUNTY","Male","Pre-kindergarten",84
"2019-2020",13,"GILLESPIE COUNTY","Female","Kindergarten",124
"2019-2020",13,"GILLESPIE COUNTY","Male","Kindergarten",138
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 1",124
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 1",117
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 2",133
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 2",122
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 3",139
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 3",136
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 4",142
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 4",118
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 5",122
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 5",158
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 6",140
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 6",136
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 7",133
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 7",159
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 8",136
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 8",128
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 9",162
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 9",168
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 10",129
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 10",165
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 11",123
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 11",159
"2019-2020",13,"GILLESPIE COUNTY","Female","Grade 12",132
"2019-2020",13,"GILLESPIE COUNTY","Male","Grade 12",145
"2019-2020",18,"GLASSCOCK COUNTY","Female","Pre-kindergarten",10
"2019-2020",18,"GLASSCOCK COUNTY","Male","Pre-kindergarten",9
"2019-2020",18,"GLASSCOCK COUNTY","Female","Kindergarten",12
"2019-2020",18,"GLASSCOCK COUNTY","Male","Kindergarten",8
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 1",10
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 1",11
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 2",13
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 2",10
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 3",8
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 3",13
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 4",13
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 4",8
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 5",16
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 5",13
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 6",14
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 6",11
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 7",13
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 7",13
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 8",3
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 8",17
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 9",11
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 9",15
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 10",5
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 10",5
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 11",10
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 11",13
"2019-2020",18,"GLASSCOCK COUNTY","Female","Grade 12",7
"2019-2020",18,"GLASSCOCK COUNTY","Male","Grade 12",15
"2019-2020",03,"GOLIAD COUNTY","Female","Early Education",10
"2019-2020",03,"GOLIAD COUNTY","Male","Early Education",13
"2019-2020",03,"GOLIAD COUNTY","Female","Pre-kindergarten",20
"2019-2020",03,"GOLIAD COUNTY","Male","Pre-kindergarten",26
"2019-2020",03,"GOLIAD COUNTY","Female","Kindergarten",36
"2019-2020",03,"GOLIAD COUNTY","Male","Kindergarten",43
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 1",61
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 1",43
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 2",38
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 2",39
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 3",45
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 3",41
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 4",49
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 4",54
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 5",46
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 5",49
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 6",51
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 6",54
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 7",61
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 7",56
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 8",41
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 8",57
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 9",43
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 9",47
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 10",42
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 10",52
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 11",44
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 11",52
"2019-2020",03,"GOLIAD COUNTY","Female","Grade 12",49
"2019-2020",03,"GOLIAD COUNTY","Male","Grade 12",57
"2019-2020",13,"GONZALES COUNTY","Female","Early Education",2
"2019-2020",13,"GONZALES COUNTY","Male","Early Education",5
"2019-2020",13,"GONZALES COUNTY","Female","Pre-kindergarten",164
"2019-2020",13,"GONZALES COUNTY","Male","Pre-kindergarten",152
"2019-2020",13,"GONZALES COUNTY","Female","Kindergarten",125
"2019-2020",13,"GONZALES COUNTY","Male","Kindergarten",135
"2019-2020",13,"GONZALES COUNTY","Female","Grade 1",144
"2019-2020",13,"GONZALES COUNTY","Male","Grade 1",159
"2019-2020",13,"GONZALES COUNTY","Female","Grade 2",122
"2019-2020",13,"GONZALES COUNTY","Male","Grade 2",162
"2019-2020",13,"GONZALES COUNTY","Female","Grade 3",145
"2019-2020",13,"GONZALES COUNTY","Male","Grade 3",145
"2019-2020",13,"GONZALES COUNTY","Female","Grade 4",145
"2019-2020",13,"GONZALES COUNTY","Male","Grade 4",135
"2019-2020",13,"GONZALES COUNTY","Female","Grade 5",146
"2019-2020",13,"GONZALES COUNTY","Male","Grade 5",170
"2019-2020",13,"GONZALES COUNTY","Female","Grade 6",135
"2019-2020",13,"GONZALES COUNTY","Male","Grade 6",178
"2019-2020",13,"GONZALES COUNTY","Female","Grade 7",155
"2019-2020",13,"GONZALES COUNTY","Male","Grade 7",165
"2019-2020",13,"GONZALES COUNTY","Female","Grade 8",171
"2019-2020",13,"GONZALES COUNTY","Male","Grade 8",169
"2019-2020",13,"GONZALES COUNTY","Female","Grade 9",156
"2019-2020",13,"GONZALES COUNTY","Male","Grade 9",176
"2019-2020",13,"GONZALES COUNTY","Female","Grade 10",177
"2019-2020",13,"GONZALES COUNTY","Male","Grade 10",148
"2019-2020",13,"GONZALES COUNTY","Female","Grade 11",141
"2019-2020",13,"GONZALES COUNTY","Male","Grade 11",141
"2019-2020",13,"GONZALES COUNTY","Female","Grade 12",136
"2019-2020",13,"GONZALES COUNTY","Male","Grade 12",133
"2019-2020",16,"GRAY COUNTY","Female","Early Education",8
"2019-2020",16,"GRAY COUNTY","Male","Early Education",15
"2019-2020",16,"GRAY COUNTY","Female","Pre-kindergarten",105
"2019-2020",16,"GRAY COUNTY","Male","Pre-kindergarten",104
"2019-2020",16,"GRAY COUNTY","Female","Kindergarten",141
"2019-2020",16,"GRAY COUNTY","Male","Kindergarten",157
"2019-2020",16,"GRAY COUNTY","Female","Grade 1",118
"2019-2020",16,"GRAY COUNTY","Male","Grade 1",150
"2019-2020",16,"GRAY COUNTY","Female","Grade 2",145
"2019-2020",16,"GRAY COUNTY","Male","Grade 2",149
"2019-2020",16,"GRAY COUNTY","Female","Grade 3",117
"2019-2020",16,"GRAY COUNTY","Male","Grade 3",144
"2019-2020",16,"GRAY COUNTY","Female","Grade 4",136
"2019-2020",16,"GRAY COUNTY","Male","Grade 4",138
"2019-2020",16,"GRAY COUNTY","Female","Grade 5",143
"2019-2020",16,"GRAY COUNTY","Male","Grade 5",173
"2019-2020",16,"GRAY COUNTY","Female","Grade 6",146
"2019-2020",16,"GRAY COUNTY","Male","Grade 6",174
"2019-2020",16,"GRAY COUNTY","Female","Grade 7",158
"2019-2020",16,"GRAY COUNTY","Male","Grade 7",135
"2019-2020",16,"GRAY COUNTY","Female","Grade 8",131
"2019-2020",16,"GRAY COUNTY","Male","Grade 8",151
"2019-2020",16,"GRAY COUNTY","Female","Grade 9",148
"2019-2020",16,"GRAY COUNTY","Male","Grade 9",175
"2019-2020",16,"GRAY COUNTY","Female","Grade 10",161
"2019-2020",16,"GRAY COUNTY","Male","Grade 10",126
"2019-2020",16,"GRAY COUNTY","Female","Grade 11",148
"2019-2020",16,"GRAY COUNTY","Male","Grade 11",130
"2019-2020",16,"GRAY COUNTY","Female","Grade 12",129
"2019-2020",16,"GRAY COUNTY","Male","Grade 12",139
"2019-2020",10,"GRAYSON COUNTY","Female","Early Education",33
"2019-2020",10,"GRAYSON COUNTY","Male","Early Education",79
"2019-2020",10,"GRAYSON COUNTY","Female","Pre-kindergarten",438
"2019-2020",10,"GRAYSON COUNTY","Male","Pre-kindergarten",393
"2019-2020",10,"GRAYSON COUNTY","Female","Kindergarten",922
"2019-2020",10,"GRAYSON COUNTY","Male","Kindergarten",934
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 1",828
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 1",882
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 2",840
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 2",901
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 3",841
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 3",934
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 4",841
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 4",878
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 5",911
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 5",971
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 6",951
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 6",955
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 7",838
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 7",945
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 8",891
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 8",931
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 9",923
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 9",1033
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 10",858
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 10",917
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 11",771
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 11",778
"2019-2020",10,"GRAYSON COUNTY","Female","Grade 12",720
"2019-2020",10,"GRAYSON COUNTY","Male","Grade 12",793
"2019-2020",07,"GREGG COUNTY","Female","Early Education",35
"2019-2020",07,"GREGG COUNTY","Male","Early Education",63
"2019-2020",07,"GREGG COUNTY","Female","Pre-kindergarten",563
"2019-2020",07,"GREGG COUNTY","Male","Pre-kindergarten",573
"2019-2020",07,"GREGG COUNTY","Female","Kindergarten",826
"2019-2020",07,"GREGG COUNTY","Male","Kindergarten",916
"2019-2020",07,"GREGG COUNTY","Female","Grade 1",873
"2019-2020",07,"GREGG COUNTY","Male","Grade 1",913
"2019-2020",07,"GREGG COUNTY","Female","Grade 2",867
"2019-2020",07,"GREGG COUNTY","Male","Grade 2",922
"2019-2020",07,"GREGG COUNTY","Female","Grade 3",906
"2019-2020",07,"GREGG COUNTY","Male","Grade 3",947
"2019-2020",07,"GREGG COUNTY","Female","Grade 4",862
"2019-2020",07,"GREGG COUNTY","Male","Grade 4",962
"2019-2020",07,"GREGG COUNTY","Female","Grade 5",853
"2019-2020",07,"GREGG COUNTY","Male","Grade 5",944
"2019-2020",07,"GREGG COUNTY","Female","Grade 6",906
"2019-2020",07,"GREGG COUNTY","Male","Grade 6",922
"2019-2020",07,"GREGG COUNTY","Female","Grade 7",903
"2019-2020",07,"GREGG COUNTY","Male","Grade 7",966
"2019-2020",07,"GREGG COUNTY","Female","Grade 8",808
"2019-2020",07,"GREGG COUNTY","Male","Grade 8",970
"2019-2020",07,"GREGG COUNTY","Female","Grade 9",899
"2019-2020",07,"GREGG COUNTY","Male","Grade 9",927
"2019-2020",07,"GREGG COUNTY","Female","Grade 10",833
"2019-2020",07,"GREGG COUNTY","Male","Grade 10",889
"2019-2020",07,"GREGG COUNTY","Female","Grade 11",816
"2019-2020",07,"GREGG COUNTY","Male","Grade 11",838
"2019-2020",07,"GREGG COUNTY","Female","Grade 12",798
"2019-2020",07,"GREGG COUNTY","Male","Grade 12",788
"2019-2020",06,"GRIMES COUNTY","Female","Early Education",46
"2019-2020",06,"GRIMES COUNTY","Male","Early Education",27
"2019-2020",06,"GRIMES COUNTY","Female","Pre-kindergarten",113
"2019-2020",06,"GRIMES COUNTY","Male","Pre-kindergarten",115
"2019-2020",06,"GRIMES COUNTY","Female","Kindergarten",160
"2019-2020",06,"GRIMES COUNTY","Male","Kindergarten",169
"2019-2020",06,"GRIMES COUNTY","Female","Grade 1",164
"2019-2020",06,"GRIMES COUNTY","Male","Grade 1",178
"2019-2020",06,"GRIMES COUNTY","Female","Grade 2",154
"2019-2020",06,"GRIMES COUNTY","Male","Grade 2",145
"2019-2020",06,"GRIMES COUNTY","Female","Grade 3",162
"2019-2020",06,"GRIMES COUNTY","Male","Grade 3",176
"2019-2020",06,"GRIMES COUNTY","Female","Grade 4",152
"2019-2020",06,"GRIMES COUNTY","Male","Grade 4",141
"2019-2020",06,"GRIMES COUNTY","Female","Grade 5",164
"2019-2020",06,"GRIMES COUNTY","Male","Grade 5",191
"2019-2020",06,"GRIMES COUNTY","Female","Grade 6",175
"2019-2020",06,"GRIMES COUNTY","Male","Grade 6",204
"2019-2020",06,"GRIMES COUNTY","Female","Grade 7",177
"2019-2020",06,"GRIMES COUNTY","Male","Grade 7",161
"2019-2020",06,"GRIMES COUNTY","Female","Grade 8",169
"2019-2020",06,"GRIMES COUNTY","Male","Grade 8",182
"2019-2020",06,"GRIMES COUNTY","Female","Grade 9",163
"2019-2020",06,"GRIMES COUNTY","Male","Grade 9",198
"2019-2020",06,"GRIMES COUNTY","Female","Grade 10",171
"2019-2020",06,"GRIMES COUNTY","Male","Grade 10",167
"2019-2020",06,"GRIMES COUNTY","Female","Grade 11",157
"2019-2020",06,"GRIMES COUNTY","Male","Grade 11",165
"2019-2020",06,"GRIMES COUNTY","Female","Grade 12",152
"2019-2020",06,"GRIMES COUNTY","Male","Grade 12",134
"2019-2020",20,"GUADALUPE COUNTY","Female","Early Education",35
"2019-2020",20,"GUADALUPE COUNTY","Male","Early Education",87
"2019-2020",20,"GUADALUPE COUNTY","Female","Pre-kindergarten",406
"2019-2020",20,"GUADALUPE COUNTY","Male","Pre-kindergarten",433
"2019-2020",20,"GUADALUPE COUNTY","Female","Kindergarten",863
"2019-2020",20,"GUADALUPE COUNTY","Male","Kindergarten",915
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 1",896
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 1",896
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 2",902
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 2",976
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 3",899
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 3",932
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 4",962
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 4",978
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 5",942
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 5",1077
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 6",1020
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 6",1019
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 7",989
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 7",1007
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 8",974
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 8",1054
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 9",1094
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 9",1337
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 10",1031
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 10",1091
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 11",965
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 11",992
"2019-2020",20,"GUADALUPE COUNTY","Female","Grade 12",974
"2019-2020",20,"GUADALUPE COUNTY","Male","Grade 12",934
"2019-2020",17,"HALE COUNTY","Female","Early Education",20
"2019-2020",17,"HALE COUNTY","Male","Early Education",27
"2019-2020",17,"HALE COUNTY","Female","Pre-kindergarten",156
"2019-2020",17,"HALE COUNTY","Male","Pre-kindergarten",154
"2019-2020",17,"HALE COUNTY","Female","Kindergarten",239
"2019-2020",17,"HALE COUNTY","Male","Kindergarten",256
"2019-2020",17,"HALE COUNTY","Female","Grade 1",238
"2019-2020",17,"HALE COUNTY","Male","Grade 1",225
"2019-2020",17,"HALE COUNTY","Female","Grade 2",250
"2019-2020",17,"HALE COUNTY","Male","Grade 2",229
"2019-2020",17,"HALE COUNTY","Female","Grade 3",245
"2019-2020",17,"HALE COUNTY","Male","Grade 3",259
"2019-2020",17,"HALE COUNTY","Female","Grade 4",264
"2019-2020",17,"HALE COUNTY","Male","Grade 4",297
"2019-2020",17,"HALE COUNTY","Female","Grade 5",290
"2019-2020",17,"HALE COUNTY","Male","Grade 5",264
"2019-2020",17,"HALE COUNTY","Female","Grade 6",253
"2019-2020",17,"HALE COUNTY","Male","Grade 6",270
"2019-2020",17,"HALE COUNTY","Female","Grade 7",310
"2019-2020",17,"HALE COUNTY","Male","Grade 7",309
"2019-2020",17,"HALE COUNTY","Female","Grade 8",258
"2019-2020",17,"HALE COUNTY","Male","Grade 8",270
"2019-2020",17,"HALE COUNTY","Female","Grade 9",237
"2019-2020",17,"HALE COUNTY","Male","Grade 9",286
"2019-2020",17,"HALE COUNTY","Female","Grade 10",254
"2019-2020",17,"HALE COUNTY","Male","Grade 10",265
"2019-2020",17,"HALE COUNTY","Female","Grade 11",230
"2019-2020",17,"HALE COUNTY","Male","Grade 11",252
"2019-2020",17,"HALE COUNTY","Female","Grade 12",245
"2019-2020",17,"HALE COUNTY","Male","Grade 12",245
"2019-2020",16,"HALL COUNTY","Female","Early Education",3
"2019-2020",16,"HALL COUNTY","Male","Early Education",7
"2019-2020",16,"HALL COUNTY","Female","Pre-kindergarten",25
"2019-2020",16,"HALL COUNTY","Male","Pre-kindergarten",29
"2019-2020",16,"HALL COUNTY","Female","Kindergarten",23
"2019-2020",16,"HALL COUNTY","Male","Kindergarten",21
"2019-2020",16,"HALL COUNTY","Female","Grade 1",15
"2019-2020",16,"HALL COUNTY","Male","Grade 1",15
"2019-2020",16,"HALL COUNTY","Female","Grade 2",18
"2019-2020",16,"HALL COUNTY","Male","Grade 2",27
"2019-2020",16,"HALL COUNTY","Female","Grade 3",23
"2019-2020",16,"HALL COUNTY","Male","Grade 3",22
"2019-2020",16,"HALL COUNTY","Female","Grade 4",14
"2019-2020",16,"HALL COUNTY","Male","Grade 4",18
"2019-2020",16,"HALL COUNTY","Female","Grade 5",29
"2019-2020",16,"HALL COUNTY","Male","Grade 5",18
"2019-2020",16,"HALL COUNTY","Female","Grade 6",18
"2019-2020",16,"HALL COUNTY","Male","Grade 6",27
"2019-2020",16,"HALL COUNTY","Female","Grade 7",28
"2019-2020",16,"HALL COUNTY","Male","Grade 7",21
"2019-2020",16,"HALL COUNTY","Female","Grade 8",27
"2019-2020",16,"HALL COUNTY","Male","Grade 8",26
"2019-2020",16,"HALL COUNTY","Female","Grade 9",18
"2019-2020",16,"HALL COUNTY","Male","Grade 9",40
"2019-2020",16,"HALL COUNTY","Female","Grade 10",23
"2019-2020",16,"HALL COUNTY","Male","Grade 10",24
"2019-2020",16,"HALL COUNTY","Female","Grade 11",20
"2019-2020",16,"HALL COUNTY","Male","Grade 11",33
"2019-2020",16,"HALL COUNTY","Female","Grade 12",24
"2019-2020",16,"HALL COUNTY","Male","Grade 12",29
